Room available for students,1695943555,"{'₹', 2650.0}",https://apollo-singapore.akamaized.net:443/v1/files/0fgshts8w8551-IN/image,Neat and clean room available for students only.its located in prime area.its only for boys,"Eranjipalam,Kozhikode,Kerala",Houses & Villas,4+,4+
"2bhk,2ba, house rent in chevayur",1686529265,"{11000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/vwe5p3559bsm-IN/image,,"2bhk,2ba, house rent in chevayur.all facilities closer.Family apartment or single house ready to move available.","Chevayoor,Kozhikode,Kerala",Houses & Villas,2,2
3bhk full furnished apartment for rent  Beach side,1696470762,"{25000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/sd3crp09wq371-IN/image,,"Take a look at this well furnished 3 bhk apartment at a really good price of 25000 rs,location beach side,2nd floor,3 floored apartment building
2 ac
3 cots
Dining table
Refrigerator","Calicut Beach,Kozhikode,Kerala",Apartments,Furnished,3
House for rent very near to Karaparamba govt.high school,1682991962,"{11000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/ubwnbi9n37rj1-IN/image,,"Renting out 1st floor 700 sw
Sq.ft.
For Rs.12000/- p.m.  House is located  at PARUKANDY BALARAMAN ROAD,KARAPARAMBA-EAST HILL ROAD  and very near (WEST SIDE)to KARAPARAMBA GOVT.HIGH SCOOL","Karaparamba,Kozhikode,Kerala",Houses & Villas,2,1
2 BHK attached indipendent House chevaur,1696476729,"{16000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/pvmdb55ehvmc1-IN/image,,"* 2 bedroom attached common bathroom
* 2 bhk A.C,2 cot
* K.w.a water connection
* Vrindavan colny 
* All vehicles acess road frontage
* 50,000 adv vridhavan colany
* Main road frontage","Chevayur,Kozhikode,Kerala",Houses & Villas,3,2
മഠത്തിൽ മുക്ക് 450 മീറ്റർ,1691135765,"{20000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/dleq52xpmmq33-IN/image,,4ബെഡ് റൂം 3 അറ്റാച്ച്ഡ് 1 ലക്ഷം അഡ്വാൻസ് 20000/- വാടക കിണർ,"Hill View Colony,Kozhikode,Kerala",Houses & Villas,3,4
5 bedroom house for rent in iringadanpally,1696469473,"{35000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/qztsc9b95r262-IN/image,,"5 bedroom house suitable for officials or large family,location kovoor jdt road,brand new,ample parking space available","Kovoor,Kozhikode,Kerala",Houses & Villas,4+,4+
"HOUSE FOR RENT AT KOVOOR,KOZHIKKODE",1696469303,"{25000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/l3pawubze1i73-IN/image,,"FULLY INDEPENDENT VILLA WITH 4 BED ROOMS, 5 BATH ROOMS KITCHEN HALL WORK AREA VARANDAH CAR PARKING AT KOVOOR HARDLY 1 KM FROM KOVOOR ,NEAR MEDICAL COLLEGE CALICUT.25,000(ASKING PRICE)+ 6 MONTHS ADVANCE-","Kovoor,Kozhikode,Kerala",Houses & Villas,4+,4
Semi furnished room,1696439818,"{5000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/gkutsex5gryg-IN/image,,"One room with bathroom attached
Girls or working women","Kovoor,Kozhikode,Kerala",Builder Floors,1,1
വാടക വീട് ചേവായൂർ വീടിന്റെ മുകളിൽ,1696438956,"{16000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/mldexwaygarx1-IN/image,,ഓഫീസിന് പറ്റിയ വീട്,"Chevayoor,Kozhikode,Kerala",Houses & Villas,2,3
Flat Share,1696434832,"{5000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/dlg8h3wl92ou1-IN/image,,ഒരു flat ലെ ഒരു room വാടകക്ക്.കൊടുക്കാനുണ്ട് (MALE),"Ashokapuram,Kozhikode,Kerala",Apartments,1,1
Panayathine,1696434209,"{800000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/h5n1he8rpve33-IN/image,,"Eranchipalam canal road 
Near Malabar Hospital
Two wheeler site
Two bedroom attached bathroom
Hall,kitchen","Eranhipalam,Kozhikode,Kerala",Houses & Villas,2,2
Students house for share ( 25 age below bachelor only),1696426892,"{'₹', 2100.0}",https://apollo-singapore.akamaized.net:443/v1/files/lbtg39go8o332-IN/image,,"Kozhikode Town 4 km > കരപ്പറമ്പ് 400 മീറ്റർ ഹിസ്റ്റ് ഹിൽ 300 മീറ്റർ, രണ്ടിന്റെയും ഇടക് ആണ് വീട് ഉള്ളത്, വാർപ്പിട്ട ഒരു വീട് ചുറ്റുമതിലും [ 3bedroom - sit out -kitchen area 3- bathroom 2-toilet 2  വീടിന്റെ ഉളിൽ ].
ഇപ്പൊ ഇവിടെ ഉള്ളത് students ആണ്. അത് കൊണ്ടാണ് 25 below bachelor എന്ന് പറയുന്നത്, വീടും പരിസരവും ക്ലീൻ ആണ്. ( ഫുഡ്‌ ഇവിടെ ഉണ്ടാകാരാണ് പതിവ് )
       -[   ഇനി 4 പേർക്ക് കൂടി സൗകര്യം ഉണ്ട് ]-
Only decent team inbox messege","Karaparamba,Kozhikode,Kerala",Houses & Villas,3,3
Home stay  for bachelors in Calicut town,1696424617,"{'₹', 2500.0}",https://apollo-singapore.akamaized.net:443/v1/files/aw9qjtj5zcdp1-IN/image,,"We are offering electricity, water, drinking water, bed and fan all are including 2500/head. Jss 2 kms away from Kozhikode railway station","West Nadakkavu,Kozhikode,Kerala",Houses & Villas,2,3
"Karaparampa 2BHK Rental New 2 house,Rent 15000/- Advance  75000/-",1696417221,"{15000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/fqtzrg3ewu1r-IN/image,,"Kozhikode Karaparampa New Rental house 2bed rooms attached ground floor and 1st floor 2 House 1250+1250
sqrft Rent 15000/- Advance 75000/-

Westhill 2 bed rooms attached rental  Apartment, 1st floor, 1100sqr ft. Near kannur road, bachelors allowed rent 12000/- Advance 50000/-","Karaparamba,Kozhikode,Kerala",Houses & Villas,2,2
2BHK near Thali temple,1696414390,"{'₹', 12500.0}",https://apollo-singapore.akamaized.net:443/v1/files/nek2xh5kpgal2-IN/image,,"An apartment in the heart of calicut city with 2 bedrooms, 2 bathrooms, Hall and kitchen, Near Achuthan Girls HSS, Thali temple, Calicut.","Chalappuram,Kozhikode,Kerala",Apartments,2,2
Near to university,1696414095,"{10000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/cogjh0ci3519-IN/image,,Near to university,"Calicut University,Kozhikode,Kerala",Houses & Villas,2,2
House for rent near mankave byepass thalikulangara,1696408250,"{10000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/s61kc3x6xg4n1-IN/image,,House for rent thalikulangara advance 60000 rs rent 10000,"Mankavu Chalil,Olavanna,Kerala",Houses & Villas,2,4
Villa for rent,1696407001,"{25000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/df9ng8tij70b3-IN/image,,Villa for rent,"Mankavu,Kozhikode,Kerala",Houses & Villas,4,4
2-BHK fully furnished flat for rent,1695317673,"{'₹', 28500.0}",https://apollo-singapore.akamaized.net:443/v1/files/p2sogh9m1x9g3-IN/image,,"Bedroom 02
Bathroom 02

Kitchen,balcony,

Included furnitures 

Total - 1,200 sqft area

Location: Karaparambu- westhill road - calicut

Rent : 28,500/- included maintenance 

Deposit : 1,00,000/-

Only for long term purpose! (11 months minimum)
Not for short term 

Dm me for more","Karaparambu,Kozhikode,Kerala",Apartments,2,2
1bhk newly furniahed branded flat for rent near cyberpark,1690498302,"{21000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/ypom3078y61b2-IN/image,,"1bhk newly furniahed branded flat for rent near cyberpark.


Very near to cyberpark and metro hospital
Luxury furnished
Ready to move
Car parking
Excellent view

All luxury facilities and amenities
Rent 21k","Thondayad,Kozhikode,Kerala",Apartments,1,1
Fully furnished one room  A/c available inverter facility,1688192604,"{20000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/ndhdj1ctps11-IN/image,,"Monthly rent, 20000, kallai back side of fish market kallai","Kallai,Kozhikode,Kerala",Apartments,3,2
2 BHK FURNISHED FLAT FOR RENT NEAR ERANJIPALAM,1695864778,"{20000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/ndh4oty79cle-IN/image,,"Branded flat for rent & sale available in Calicut

2 BHK  furnished flat for rent at near Eranjipalam

located in a prime location

 amenities 
 Lift 
24 Hr Security
24 Hr power back
 parking 
 
Expecting rent : 20,000 + mnc 

8️⃣1️⃣2️⃣9️⃣5️⃣0️⃣2️⃣9️⃣9️⃣9️⃣

Note : images shown are for representation purpose only . actual buiding differ .

Call  between : 10 am - 7 pm (Sunday off)","Eranjipalam,Kozhikode,Kerala",Apartments,2,2
2 BHK FURNISHED FLAT FOR RENT NEAR KALLAl,1695331529,"{22000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/b0sejirefhp91-IN/image,,"Branded flat for rent & sale available in Calicut

2 BHK furnished flat for Rent near Kallai

located in a prime location 

* Very close Puthiyara jn ,  , mavooroad,  mims hospital , Palayam,new bus stand,

 amenities  :

24 Hr Security
24 Hr power backup
Covered parking 
 
Expecting rent : 22,000 + mnc 

8️⃣1️⃣2️⃣9️⃣5️⃣0️⃣2️⃣9️⃣9️⃣9️⃣

Note : images shown are for representation purpose only . actual buiding differ .

Call  between : 10 am - 7 pm (Sunday off)","Kallai,Kozhikode,Kerala",Apartments,2,2
2 BHK BRANDED FULLY FURNISHED FLAT FOR RENT NEAR THONDAYAD,1695330704,"{'₹', 17500.0}",https://apollo-singapore.akamaized.net:443/v1/files/kwzkkh0093sa-IN/image,,"Branded flat for rent & sale available in Calicut

2 BHK Branded  furnished flat for rent Near Thondayad

 amenities  :
Swimming pool
GYM
Party area
Children play area
 Lift 
24 Hr Security
24 Hr power backup
Covered parking 
 
Expecting rent : 17500 + mnc 

8️⃣1️⃣2️⃣9️⃣5️⃣0️⃣2️⃣9️⃣9️⃣9️⃣

Note : images shown are for representation purpose only . actual buiding differ .

Call  between : 10 am - 7 pm (Sunday off)","Thondayad,Kozhikode,Kerala",Apartments,2,2
2 BHK BRANDED UNFURNISHED FLAT FOR RENT NEAR POKUNNU,1695329684,"{'₹', 25500.0}",https://apollo-singapore.akamaized.net:443/v1/files/wni45v6uixsc3-IN/image,,"Branded flat for rent & sale available in Calicut

2 BHK Branded Un furnished flat for rent near POKUNNU 

located in a prime location

 amenities  :
Swimming pool
GYM
Party area
Children play area
 Lift 
24 Hr Security
24 Hr power backup
Covered parking 
 
Expecting rent : 25,500 +mnc

8️⃣1️⃣2️⃣9️⃣5️⃣0️⃣2️⃣9️⃣9️⃣9️⃣

Note : images shown are for representation purpose only . actual buiding differ .

Call  between : 10 am - 7 pm (Sunday off)","Pokkunnu,Kozhikode,Kerala",Apartments,2,2
Semifurnished 2bhk Flat for Rent at Kozhikode,1683552868,"{20000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/gvkdcj33usvh2-IN/image,,"Looking for SemiFurnished Flat for Rent at Have a Look..

Enjoy the panoramic views of green hillocks on one side and the bustling highway on the other from these premium apartments in Kozhikode.

Having this 2BHK Branded SemiFurnished flat is available at Karaparamba , Calicut.

Located 6kms from the Mofussil Bus Stand, Mavoor Road.

It has a super built-up area of 1200Sq. Ft.

Having amenities like :-

Set in acres of elegantly landscaped gardens, this residential space has a Party Hall, Jogging Track, Meditation Center, Cycle Track, Amphitheater, Health Center, Sauna and Jacuzzi in addition to the staples like Children’s Park and Swimming Pool

covered parking.

Rent 20000

For More details, Contact:

Big Deals Realtors

4th Floor , Hilite Business Park , Palazhy - Calicut - 673016

About Us :

Big Deals is Kerala’s No 1 real Estate Firm started in 2008 by a group of Professionals .Presently we have 8 branches in Kerala and an overseas branch at UAE , Our vast database of properties make it easier for our customers to get their dream property they deserve . Our specialized and trained relationship officers work tirelessly to find your dream property and negotiate the deal to arrive at the best possible value.

We are Executive Member of National Association of Realtors and Calicut Realtors Association – India with tie up of 43 associations across India and UAE.

We Provide the following Specialised Features :

Hassle free Documentation

Maintenance care –fixing of Electrical, Plumbing and Carpentry faults before handing over of the property

Ensure Owner Dues Settlement – Association dues , Electricity , Water and Gas connection dues , land and property taxes etc.","Karaparamba,Kozhikode,Kerala",Apartments,2,2
Furnished Studio flat rent near Cyber park Thondayad bypass-FS,1683342110,"{18000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/lctvsrwq1fwh2-IN/image,,"if you Looking for single staying flat.it has 511 Sqft fully furnished.

Rent-18000 + maintenance

Note: images shown are for representation purpose only actual building differ

For more details, contact:

Big deals realtors
4th floor , hilite business park,
Palazhi - Calicut - 673014

About us :

Big deals is keralas no 1 real estate firm started in 2008 by a group of professionals. Presently we have 8 branches in kerala and an overseas branch at uae , our vast database of properties make it easier for our customers to get their dream property they deserve . Our specialized and trained relationship officers work tirelessly to find your dream property and negotiate the deal to arrive at the best possible value.

We are executive member of national association of realtors and calicut realtors association india with tie up of 43 associations across india and uae.

We provide the following specialised features :

Hassle free documentation

Maintenance care fixing of electrical, plumbing and carpentry faults before handing over of the property

Ensure owner dues settlement association dues , electricity , water and gas connection dues , land and property taxes etc.","Thondayad,Kozhikode,Kerala",Apartments,1,1
Flat 1 BHK Landmark World - Direct Owner,1696395400,"{20000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/gplyufvqeglj1-IN/image,,"Direct from owner and no agent charges applies. Looking for decent tenant, Executive bachelor, Executive Students or Couple

Available for 6 months / yearly .

 Maintenance fees included and Electricity are Extra. Refundable Security deposit applies.
For more details and terms & conditions please contact.
Beautiful furnished Apartment 511 sq ft. highway facing Thondayad Bypass for rent . Very nice balcony view, close to Metro Cardiac Hospital and Cradle/Matria hospital.
Apartment has AC , TV and other appliances like Refrigerator, Washing Machine, Electric Plate, Kettle etc..
Access to:
Gym/Fitness Club
Family/Ladies only club house
Kids play area
Rooftop party area
Rooftop pool
multi purpose hall
mini theatre
badminton and basketball court
Ground Floor Grocery store and snacks stall available
24*7 security and facilities management
No Pets allowed","Thondayad,Kozhikode,Kerala",Apartments,1,1
3 BHK FURNISHED FLAT FOR RENT NEAR HILITE MALL,1692765705,"{30000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/g0a9v6x4vj6e1-IN/image,,"Branded flat for rent & sale available in Calicut

3BHK   furnished flat for rent at near Hilite mall


 amenities  :

GYM
Party area
Children play area
 Lift 
24 Hr Security
24 Hr power backup
Covered parking 
 
Expecting rent : 30,000

8️⃣1️⃣2️⃣9️⃣5️⃣0️⃣2️⃣9️⃣9️⃣9️⃣

Note : images shown are for representation purpose only . actual buiding differ .

Call  between : 10 am - 6 pm (Sunday off)","Thondayad,Kozhikode,Kerala",Apartments,3,3
Furnished / Semi furnished 2/3 Bedroom flats.,1569963250,"{17000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/6zm9jwgjwu1c3-IN/image,,"3 bhk at Potammal semi furnished flat 21000 k adv 3 months

3 bhk at Ashokapuram premium Furnished flat 35000 k adv 3 months.

2 bhk at Easthill rd semi furnished flat 15000 k adv 3 months
.
2 bhk at Methotutazam Furnished flat 18500 k adv 3 months

3 bhk at Mananjira semi furnished flat 24000 k adv 3 months.

2 bhk at Methotutazam Furnished flat 17500 k adv 3 months.

2 bhk at Civil lil Furnished flat 20000 k adv 4 months.

2 bhk at ymca semi furnished flat 18000 k adv 3 months.

3 bhk at Fathima semi furnished flat 20000 k adv 3 months.

2 bhk at Govindapuram Furnished flat 20000 k adv 3 months

3 bhk at Paniker rd Furnished flat 24000 k adv 3 months.

3 bhk at Karaparambu Furnished flat 23000 k adv 3 months.

2 bhk at Jafferkhan semi furnished flat 17000 k adv 3 months.

3 bhk at Meenchanda Furnished flat 32000 k adv 4 months.

3 bhk at Sales tax Furnished flat 30000 k adv 4 months.

2 bhk at Pushpa jn semi furnished flat at 16000 k adv 3 months

3 bhk at Beach rd lil Furnished flat 25000 k adv 3 months.

2 bhk at Tondayaad Corinth semi furnished flat 25000 k adv 3 months.

3 bhk at Mims Furnished flat 25000 k adv 3 months

2 bhk at Paniker rd semi furnished flat at 16000 k adv 3 months.


3 bhk at Pilaster Furnished flat 34000 k adv 4 months.

3 bhk at Pilaster Furnished flat 30000 k adv 3 months.

3 bhk at Tondayaad cs semi furnished flat 20000 k adv 3 months.

2 bhk at Mims semi furnished flat 15000 k adv 3 months.

2 bhk near meitra Furnished  flat 21000 k adv 3 months.

2 bhk at Palayam Furnished flat 20000 k adv 3 months.

3 bhk at Chalapuram semi furnished flat 20000 k adv 3 months.

3 bhk at Karaparambu new semi furnished flat 30000 k adv 3 months.

3 bhk at Karaparambu new Furnished flat 35000 k adv 4 months.

2 bhk at Parayanjeri semi furnished flat 16000 k adv 3 months.

3 bhk at Kotooly semi furnished flat at 25000 k adv 3 months.

3 bhk at Mathara Furnished flat at 25000 k adv 4 months.

2 bhk at Chakortukulam semi furnished flat 16000 k adv 3 months.

2 bhk at Cherooty rd lil Furnished flat 20500 k adv 3 months.

3 bhk at Eranipalam bypass semi furnished flat 27000 k adv 3 months.

2 bhk at Palazhi Furnished flat at 22000 k adv 3 months.

2 bhk semi furnished flat at 4 th gate 15000 k adv 3 months.

3 bhk flat semi furnished at malaparambu 20000 k adv 3 months.

3 bhk at Metromax Furnished flat 32000 k adv 4 months.

3 bhk at Cherooty rd Furnished flat at 25000 k adv 3 months.

2 bhk at Eranipalam Furnished flat at 21000 k adv 4 months.

2 bhk at Meenchanda Furnished flat at 25000 k adv 4 months.

3 bhk at Palayam Furnished flat at 25000 k adv 3 months.

2 bhk at Potammal q semi furnished flat at 19000 k adv 3 months.

3 bhk at Jawahar Nagar Furnished flat at 27000 k adv 3 months.

3 bhk at kunduparambu Furnished flat at 22000 k adv 3 months.

3 bhk at kunduparambu semi furnished flat at 19000 k adv 3 months.

2 bhk at Civil lil furnished  flat at 21000 k adv 3 months.

2 bhk at Kunnathpalam semi furnished flat at 20000 k adv 3 months.

3 bhk at Kommeri px Furnished flat at 21000 k adv 3 months.

2 bhk at Palazhi landmark Furnished flat at 25000 k adv 3 months.

2 bhk at Potammal Furnished flat at 20000 k adv 3 months.

2 bhk Furnished flat at Residency hilite at 30000 k adv 3 months.

2 bhk at eranipalam bypass semi furnished flat at 25000 k adv 3 months.

3 bhk Furnished flat at Potammal at 30000 k adv 3 months.

2 Bhk flat semi furnished at Cheverambalam 17000 k adv 3 months.

2 Bhk flat semi Furnished at Landmark bypass at 22000 k adv 3 months.

2 Bhk flat Residency hilite Furnished at 36000 k adv 3 months.

2 bhk semi furnished flat at residency Hilite at 26000 k adv 3 months.

Service charge as per industry standards.we are real estate consultants.","Nadakkavu,Kozhikode,Kerala",Apartments,3,3
"Fullyfurnished 3 bhk Flat for rent at Amalapuri , Calicut",1693656590,"{65000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/x8rryii1yd5s-IN/image,,"Looking for Furnished Flat for Rent at Calicut

Have a Look..

Enjoy the panoramic views of green hillocks on one side and the bustling highway on the other from these premium apartments in Kozhikode.

Having this 3 BHK Branded FullyFurnished flat is available for rent at Amalapuri , Calicut.

near christian college

It has a super built-up area of 1800 Sq. Ft.

Rent 65000

covered parking.

""Note images shown are for representation purpose only actual building differ""

For More details, Contact:

Big Deals Realtors

4th Floor , Hilite Business Park , Palazhy - Calicut - 673016

About Us :

Big Deals is Kerala’s No 1 real Estate Firm started in 2008 by a group of Professionals .Presently we have 8 branches in Kerala and an overseas branch at UAE , Our vast database of properties make it easier for our customers to get their dream property they deserve . Our specialized and trained relationship officers work tirelessly to find your dream property and negotiate the deal to arrive at the best possible value.

We are Executive Member of National Association of Realtors and Calicut Realtors Association – India with tie up of 43 associations across India and UAE.

We Provide the following Specialised Features :

Hassle free Documentation

Maintenance care –fixing of Electrical, Plumbing and Carpentry faults before handing over of the property

Ensure Owner Dues Settlement – Association dues , Electricity , Water and Gas connection dues , land and property taxes etc","Christian College,Kozhikode,Kerala",Apartments,3,3
1 BHK SEMI FURNISHED FLAT FOR RENT NEAR POTTAMMAL,1691674895,"{15000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/o62ifd92r8ep3-IN/image,,"Branded flat for rent & sale available in Calicut

1 BHK   furnished flat for rent at near pottammal

located in a prime location 



 amenities  :
 Lift 
24 Hr Security
24 Hr power backup
 
 
Expecting rent : 15000 

8️⃣1️⃣2️⃣9️⃣5️⃣0️⃣2️⃣9️⃣9️⃣9️⃣

Note : images shown are for representation purpose only . actual buiding differ .

Call  between : 10 am - 7 pm (Sunday off)","Pottammal,Kozhikode,Kerala",Apartments,1,1
SPACIOUS 2BHK APPARTMENT AT EAST HILL CALICUT,1696383578,"{13000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/t22zlwh1xlnb1-IN/image,,"2 bath 2 bed room apartment.
Both bathrooms are attached.
One bedroom with balcony.
Near central school.
Near Regal theatre.
Only 100 meters from easthill junction.
Neat and clean apartment.
Unfurnished.
2 nd floor.
Car parking available.
13000/- rent.
1000 /- maintenance.","East Hill,Kozhikode,Kerala",Apartments,2,2
"3bhk karaparamb, family/working womens.",1696383122,"{'₹', 11500.0}",https://apollo-singapore.akamaized.net:443/v1/files/jdszjce9dieo3-IN/image,,"Karaparamb jn 400 mtr,3bhk cute home.2.5 km  kozhikode town,1attach 1common bath, Well water.,Tiled floor,Fully compound, Mietra hospital 1.5km.","Karaparamba,Kozhikode,Kerala",Houses & Villas,2,3
2 BHK FURNISHED FLAT FOR RENT NEAR THONDAYAD,1689141583,"{22000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/lencwzdatz5a1-IN/image,,"Branded flat for rent & sale Available in Calicut

2 BHK   Furnished flat for rent near thondayad


amenities
children play area 
Lift
24Hr security
24Hr power backup
Covered parking 

Expecting Rent :  22000 + MNC 
 


Note : images shown are for representation purpose only . actual building differ . 

Call between : 10 am - 7 pm (Sunday off )","Thondayad,Kozhikode,Kerala",Apartments,2,2
3 BHK FURNISHED FLAT FOR RENT NEAR NADAKKAVE,1690160057,"{25000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/oku1a9peradi3-IN/image,,"Branded flat for rent & sale available in Calicut

3BHK   furnished flat for rent at near Nadakkavu 

 amenities  :

GYM
Party area
Children play area
 Lift 
24 Hr Security
24 Hr power backup
Covered parking 
 
Expecting rent : 25000

8️⃣1️⃣2️⃣9️⃣5️⃣  0️⃣2️⃣9️⃣9️⃣9️⃣


Note : images shown are for representation purpose only . actual buiding differ .

Call  between : 10 am - 7 pm (Sunday off)","Nadakkavu,Kozhikode,Kerala",Apartments,3,3
3 BHK FURNISHED FLAT FOR RENT NEAER THONDAYAD,1690162400,"{25000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/i24y0nne4lmy2-IN/image,,"Branded flat for rent & sale Available in Calicut

3 BHK Furnished flat for rent near THONDAYAD

amenities :

GYM

children play area

Lift

24Hr security

24Hr power backup

Covered parking

Expecting Rent : 25000+ MNC

Note : images shown are for representation purpose only . actual building differ .

Call between : 10 am - 7 pm (Sunday off )","Thondayad,Kozhikode,Kerala",Apartments,3,3
Kozhikode. Karaparamp,1696348935,"{16000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/zzg0h6u4gamq-IN/image,,Single house,"Karaparamba,Kozhikode,Kerala",Houses & Villas,3,3
House for rent,1620861362,"{12000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/nchpajdcycy41-IN/image,,"House for rent flat for rent apartment for rent   
 വാങ്ങാനും വിൽക്കാനും വാടകയ്ക്കും ബന്ധപ്പെടുക  AR  properties","Araidathpalam,Kozhikode,Kerala",Houses & Villas,3,3
Flat for rent rs 20 with mainteans chayur,1691690429,"{21000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/7c7quc0rw3a9-IN/image,,"JTT GROUP,9️⃣4️⃣ 9️⃣5️⃣ 5️⃣4️⃣ 9️⃣9️⃣ 9️⃣9️⃣  FOR RENT HOUSE,VILLAS & FLATS MORE OTHER LOCALATIES IN CALICUT PLE CONTACT JTT BUILDERS","Chevayoor,Kozhikode,Kerala",Apartments,4,3
Apartment  situated  heart of city,1684472285,"{12000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/k1hmgx3vmkd92-IN/image,,Nearby NH.800meter from calicut city,"Nadakkavu,Kozhikode,Kerala",Apartments,2,2
Rented house.,1696189188,"{13000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/8b4f3pvjee8k2-IN/image,,"Good location, Easy Access road near ojin bakery.","East Nadakkavu,Kozhikode,Kerala",Houses & Villas,2,2
room for rent only for boys students,1696172533,"{'₹', 5500.0}",https://apollo-singapore.akamaized.net:443/v1/files/2wdq1bbe5rto3-IN/image,,"erihipalam road, near markaz international school' opposite xylem institut /paying guest","Nadakkavu,Kozhikode,Kerala",Houses & Villas,3,3
"House for rent near East Hill Central School, Kozhikode",1696170579,"{22000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/rlimpqx5b2mb1-IN/image,,"3 Bedroom, 4 Bathroom, approx. 2000 sq ft house, 2 floors, in a 8 cent plot, unfurnished home for rent, at East Hill, Kozhikode. Also has a balcony and work area. Very small distance to the kozhikode town, quick access to major restaurants, hospitals, schools and much more. Very homely location close to Central School and Government Guest House. Fully interlocked garden space, with parking space upto 3 cars. Direct from owner. Brokers are not entertained.","East Hill,Kozhikode,Kerala",Houses & Villas,4,3
KOZHIKODE ERANHIPALAM 1400sq.ft  APARTMENT FOR RENT,1696166956,"{16000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/mi5l78pyr3u91-IN/image,,"Kozhikode .ERANHIPALAM 1200sq.ft 2 bedroom apartment for rent
Rent-16,000. Advance-6 months rent
Service charge applicable
KAIRALI PROPERTIES
Call- 9.  4.   4.    7.   6.   3.    8.   5.  1. 4

Pic may not be original","Eranhipalam,Kozhikode,Kerala",Apartments,2,2
KOZHIKODE ERANHIPPALAM FURNISHED NEW APARTMENT FOR RENT,1696166476,"{20000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/ms82pyjynlwt3-IN/image,,"Kozhikode .ERANHIPPALAM 2 bedroom 1200sq.ft new apartment for rent 
Rent-20,000. Advance -1 lakh
Service charge applicable
KAIRALI PROPERTIES
Call- 9.  4.   4.    7.   6.   3.    8.   5.  1. 4

Pic may not be original","Eranhipalam,Kozhikode,Kerala",Apartments,2,2
3bhk semi furnished flat for rent at Near Baby memorial hospital,1692547405,"{27000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/o9c54dhd6sar3-IN/image,,"3bhk semi furnished flat for rent at Near Baby memorial hospital

1700 sq ft, kitchen cabinets and walldrobes,balcony, covered parking, lift, swimming pool, gym, security etc


Very spacious 3bedroom, well maitaned property etc

Rent -27000/-

More details contact
Endlessproperties
7️⃣5️⃣9️⃣1️⃣9️⃣0️⃣0️⃣9️⃣9️⃣9️⃣","Araidathpalam,Kozhikode,Kerala",Apartments,3,3
2 bhk furnished apartment for rent at ashokapuram,1688180408,"{20000.0, '₹'}",https://apollo-singapore.akamaized.net:443/v1/files/l16imnsxgb8-IN/image,,"2 bhk furnished apartment for rent at ashokapuram 
Property is located in the heart of calicut city. 

1100 sqft, covered parking, kitchen cabinet, wall drobes, balcony,etc 

bed with cott, table with chairs, sofa, fridge and washing machine, water purifier, gas, stove, walldrobes etc


Rent-20000/- 


Note showing images are advertising purpose only/-

More Derails 
Contact
Endless Properties
2 nd floor, kairali Complex, 
Thondayad, calicut
7️⃣5️⃣9️⃣1️⃣9️⃣0️⃣0️⃣9️⃣9️⃣9️⃣","Ashokapuram,Kozhikode,Kerala",Apartments,2,2
